repository,url,repoUrl
druid-io/druid,https://github.com/druid-io/druid/blob/7e02408510f468dc001b73f3a38569c28c03b2b7/extensions-contrib/cloudfiles-extensions/pom.xml,https://github.com/druid-io/druid
druid-io/druid,https://github.com/druid-io/druid/blob/7e02408510f468dc001b73f3a38569c28c03b2b7/extensions-contrib/distinctcount/pom.xml,https://github.com/druid-io/druid
druid-io/druid,https://github.com/druid-io/druid/blob/7e02408510f468dc001b73f3a38569c28c03b2b7/extensions-contrib/druid-rocketmq/pom.xml,https://github.com/druid-io/druid
druid-io/druid,https://github.com/druid-io/druid/blob/7e02408510f468dc001b73f3a38569c28c03b2b7/extensions-contrib/graphite-emitter/pom.xml,https://github.com/druid-io/druid
druid-io/druid,https://github.com/druid-io/druid/blob/7e02408510f468dc001b73f3a38569c28c03b2b7/extensions-contrib/kafka-eight-simpleConsumer/pom.xml,https://github.com/druid-io/druid
druid-io/druid,https://github.com/druid-io/druid/blob/7e02408510f468dc001b73f3a38569c28c03b2b7/extensions-contrib/kafka-emitter/pom.xml,https://github.com/druid-io/druid
druid-io/druid,https://github.com/druid-io/druid/blob/7e02408510f468dc001b73f3a38569c28c03b2b7/extensions-contrib/orc-extensions/pom.xml,https://github.com/druid-io/druid
druid-io/druid,https://github.com/druid-io/druid/blob/7e02408510f468dc001b73f3a38569c28c03b2b7/extensions-contrib/parquet-extensions/pom.xml,https://github.com/druid-io/druid
druid-io/druid,https://github.com/druid-io/druid/blob/7e02408510f468dc001b73f3a38569c28c03b2b7/extensions-contrib/rabbitmq/pom.xml,https://github.com/druid-io/druid
druid-io/druid,https://github.com/druid-io/druid/blob/7e02408510f468dc001b73f3a38569c28c03b2b7/extensions-contrib/redis-cache/pom.xml,https://github.com/druid-io/druid
druid-io/druid,https://github.com/druid-io/druid/blob/7e02408510f468dc001b73f3a38569c28c03b2b7/extensions-contrib/sqlserver-metadata-storage/pom.xml,https://github.com/druid-io/druid
