repo,hash,url
querydsl/querydsl,2bf234caf78549813a1e0f44d9c30ecc5ef734e3,https://github.com/querydsl/querydsl
confluentinc/ksql,89461e98b3271b4f64770e5202898cefa357cf5d,https://github.com/confluentinc/ksql
square/keywhiz,7c3c3a0b8f2bcc636fa4a7ddd690d5b3ec5928f0,https://github.com/square/keywhiz
JakeWharton/RxRelay,82db28c4126f4cec6d762804c38adb1b95475b3c,https://github.com/JakeWharton/RxRelay
bonnyfone/vectalign,3393c5ee3440a48d5e7cec04bb6e2f0da532ba51,https://github.com/bonnyfone/vectalign
apache/shiro,f782eb1084df73eff3e2ac0f9780cb4a4f429041,https://github.com/apache/shiro
google/rejoiner,5e3525bd07408b82ba73a34bb516b23fae200a3a,https://github.com/google/rejoiner
guoguibing/librec,d3a78b516227e308506c9ea237d9b8888ba7fd87,https://github.com/guoguibing/librec
spotify/helios,25a83fc2b19840ce3d0354d42a11ab27327ac224,https://github.com/spotify/helios
zhangkaitao/es,0c6b3cbb8ef26f29b32d164efb0d9d97dd7e497f,https://github.com/zhangkaitao/es
nutzam/nutz,09bb13274c94ca4e3cb5139fef79217b22137cad,https://github.com/nutzam/nutz
Netflix/curator,7fa8c085f45977be1db980731f4faf580925db08,https://github.com/Netflix/curator
deathmarine/Luyten,ba68ee10ef017cc92bcffdb3c7a33c64397e84bb,https://github.com/deathmarine/Luyten
twosigma/beakerx,defc90837f34aaaed29dcca7cff598f073a6f52b,https://github.com/twosigma/beakerx
alipay/sofa-rpc,01ae8473ce8138f438448b5b9b6ab9cef90a5161,https://github.com/alipay/sofa-rpc
prontera/spring-cloud-rest-tcc,ce2d76857834fc9fc624cbf4caf363110e5eb022,https://github.com/prontera/spring-cloud-rest-tcc
lettuce-io/lettuce-core,ce632ff44520b3a1b5a7b555c185dd46a991a7c6,https://github.com/lettuce-io/lettuce-core
pmd/pmd,1d652fc81cfe3d380b5a586f8ea3539fafa42136,https://github.com/pmd/pmd
addthis/stream-lib,04db8b326ffa98a8528dd3ce80b114f56f8fa2da,https://github.com/addthis/stream-lib
JanusGraph/janusgraph,be6a62f0ad57fbf4657c41ee46192ed74e5e848f,https://github.com/JanusGraph/janusgraph
Red5/red5-server,8678ce12a0e9e82a9c6d4b641eb7635a14f602d5,https://github.com/Red5/red5-server
FasterXML/jackson-databind,33b8b693e2a9731d09829b7f52d509a34c56a044,https://github.com/FasterXML/jackson-databind
Bukkit/Bukkit,f210234e59275330f83b994e199c76f6abd41ee7,https://github.com/Bukkit/Bukkit
jboss-javassist/javassist,fa3dd56b836208944683de8a50bb36e96b5e001e,https://github.com/jboss-javassist/javassist
vert-x3/vertx-examples,78b4e297621d9edd4930232cdfa75552523e298c,https://github.com/vert-x3/vertx-examples
akaxincom/openzaly,91bd03be6c9b26a35641aca32ddc7ad9cf123bc6,https://github.com/akaxincom/openzaly
libgdx/packr,98a8df1490518ae588eda04989345c5f762efb4a,https://github.com/libgdx/packr
ninjaframework/ninja,e11648850ee1c10065d25acedf300317c9c86398,https://github.com/ninjaframework/ninja
floragunncom/search-guard,e2e52cf0e5bba744a0d90ea85b041bfeaad854e0,https://github.com/floragunncom/search-guard
kiegroup/drools,47a69813fdb58bd178f5924848a17813b18949ed,https://github.com/kiegroup/drools
cucumber/cucumber-jvm,622bb1caef0befdc68e85f07d7544d32e3df79b1,https://github.com/cucumber/cucumber-jvm
