address,current,old,sample,id,repository_type
DeveloperLiberationFront/fittest,True,False,False,DeveloperLiberationFront/fittest,git
Dexels/navajo.tools,True,True,False,Dexels/navajo.tools,git
DiegOliveros/foo-org-ve,True,False,False,DiegOliveros/foo-org-ve,git
DinisCruz/org.eclipse.e4.scripting,True,False,False,DinisCruz/org.eclipse.e4.scripting,git
Dipiert/ifml2php,True,False,False,Dipiert/ifml2php,git
Djekkoo/UPPAAL-trace-parser,True,False,False,Djekkoo/UPPAAL-trace-parser,git
Doelia/M2-modeles,True,False,False,Doelia/M2-modeles,git
DogRex/again-plugin,True,False,False,DogRex/again-plugin,git
Dollyn/dollynprojects,True,False,False,Dollyn/dollynprojects,git
DonHaugaard/MBSEtutorials,True,False,False,DonHaugaard/MBSEtutorials,git
DonRenando/xtext,True,False,False,DonRenando/xtext,git
Doxxer/SPbAU-Fall-2014,True,True,True,Doxxer/SPbAU-Fall-2014,git
Drakmord2/c-compiler,True,False,False,Drakmord2/c-compiler,git
Drakmord2/rectrine,True,False,False,Drakmord2/rectrine,git
DreamSpawn/MBSE_F16,True,False,False,DreamSpawn/MBSE_F16,git
DuaneNielsen/APMFieldDev,True,False,False,DuaneNielsen/APMFieldDev,git
DylanYu/CAMan,True,False,False,DylanYu/CAMan,git
DylanYu/model-defined-cloud,False,True,False,DylanYu/model-defined-cloud,git
DylanYu/smatrt,True,True,False,DylanYu/smatrt,git
ECNU-MODANA/AL-Modana,True,False,False,ECNU-MODANA/AL-Modana,git
ELTE-Soft/xUML-RT-Executor,True,False,False,ELTE-Soft/xUML-RT-Executor,git
EPiCS/soundgates,True,True,False,EPiCS/soundgates,git
ERTMSSolutions/ERTMSFormalSpecs,True,False,False,ERTMSSolutions/ERTMSFormalSpecs,git
ESIR2Compilation/Langage-WHILE,True,False,False,ESIR2Compilation/Langage-WHILE,git
ESIR3-NSOC/NSOC-2014,True,False,False,ESIR3-NSOC/NSOC-2014,git
ESOM-2017-1/on-tones,True,False,False,ESOM-2017-1/on-tones,git
ESOM-2017-1/pullUpMethod,True,False,False,ESOM-2017-1/pullUpMethod,git
ESTC21/estc21_solr,True,False,False,ESTC21/estc21_solr,git
Easy-PM/easy-pm,True,False,False,Easy-PM/easy-pm,git
Echtzeitsysteme/hulk-ase-2016,True,False,False,Echtzeitsysteme/hulk-ase-2016,git
Echtzeitsysteme/java-refactoring-ttc,True,False,False,Echtzeitsysteme/java-refactoring-ttc,git
EclispeBIRT/org.eclipse.birt,True,False,False,EclispeBIRT/org.eclipse.birt,git
Eden-06/CROM,True,False,False,Eden-06/CROM,git
Eden-06/FRaMED-2.0,True,False,False,Eden-06/FRaMED-2.0,git
Eden-06/RoSI_CROM,True,False,False,Eden-06/RoSI_CROM,git
EgoVanautgaerden/Testje,True,True,False,EgoVanautgaerden/Testje,git
Ekowerra/ProjectDSL,True,False,False,Ekowerra/ProjectDSL,git
ElliotJH/rodin-visual-editor,True,True,False,ElliotJH/rodin-visual-editor,git
ElliotJH/rodin-visualeditor,True,False,False,ElliotJH/rodin-visualeditor,git
Elothis/ejb-metamodel,True,False,False,Elothis/ejb-metamodel,git
ElsevierSoftwareX/SOFTX-D-16-00007,True,False,False,ElsevierSoftwareX/SOFTX-D-16-00007,git
Elystria/GLS_G111,True,False,False,Elystria/GLS_G111,git
EmadNader/GitHubRepo,True,False,False,EmadNader/GitHubRepo,git
EmadNader/SenNet,True,False,False,EmadNader/SenNet,git
Embedix/Unity,True,False,False,Embedix/Unity,git
EmrysMyrddin/ElaScript,True,False,False,EmrysMyrddin/ElaScript,git
EpsilonFans/epsilon-serverside,True,True,False,EpsilonFans/epsilon-serverside,git
ErikWittern/CloudServiceSelection,True,False,False,ErikWittern/CloudServiceSelection,git
ErikWittern/sfm-toolsuite,True,False,False,ErikWittern/sfm-toolsuite,git
Erylis01/Battleship,True,False,False,Erylis01/Battleship,git
Etienne-Wattebled/questionnaire,True,False,False,Etienne-Wattebled/questionnaire,git
EugenMaysyuk/hibernate-audit,True,False,False,EugenMaysyuk/hibernate-audit,git
EvelyneWang/CapiTrain,True,False,False,EvelyneWang/CapiTrain,git
Everteam-Software/bpmn2,True,False,False,Everteam-Software/bpmn2,git
Evidently-Lang/evidently-lang,True,False,False,Evidently-Lang/evidently-lang,git
ExNexu/emfstore-mongodb,True,False,False,ExNexu/emfstore-mongodb,git
Excilyano/Domain-specific-language,True,False,False,Excilyano/Domain-specific-language,git
Excilyano/selenium_dsl,True,False,False,Excilyano/selenium_dsl,git
Eybon/SiriusProject,True,False,False,Eybon/SiriusProject,git
FAMILIAR-project/Tools4PCM,True,False,False,FAMILIAR-project/Tools4PCM,git
FAMILIAR-project/VM-language,True,False,False,FAMILIAR-project/VM-language,git
FAMILIAR-project/VariCell,True,False,False,FAMILIAR-project/VariCell,git
FAMILIAR-project/VideoGen,True,False,False,FAMILIAR-project/VideoGen,git
FAMILIAR-project/VideoGen2,True,False,False,FAMILIAR-project/VideoGen2,git
FForw4rd/xtext-restriction-framework,True,False,False,FForw4rd/xtext-restriction-framework,git
FH-SE-Master/Model-Driven-Engineering,True,False,False,FH-SE-Master/Model-Driven-Engineering,git
FHIMS/FHIM,True,False,False,FHIMS/FHIM,git
FHIMS/FHIMBackup,True,False,False,FHIMS/FHIMBackup,git
FHIMS/fhimUI,True,False,False,FHIMS/fhimUI,git
FMTools/sxfm-ecore,True,False,False,FMTools/sxfm-ecore,git
FORMAS/OWL-S-Composer,True,True,False,FORMAS/OWL-S-Composer,git
FSzopen/PAFProject,True,False,False,FSzopen/PAFProject,git
FTSRG-CSI/csi,True,False,False,FTSRG-CSI/csi,git
FTSRG-MDSD/kortargyalo-MDSD-2016,True,False,False,FTSRG-MDSD/kortargyalo-MDSD-2016,git
FTSRG-MDSD/ztz-MDSD-2016,True,False,False,FTSRG-MDSD/ztz-MDSD-2016,git
FTSRG-archive/trainbenchmark-ase,True,True,False,FTSRG-archive/trainbenchmark-ase,git
FTSRG-archive/trainbenchmark-emf,True,False,False,FTSRG-archive/trainbenchmark-emf,git
