address,current,old,sample,id,repository_type
csurgotamas/Evilstore,True,True,False,csurgotamas/Evilstore,git
ctranoris/fstoolkit,True,True,False,ctranoris/fstoolkit,git
cupid-ide/cupid,True,True,False,cupid-ide/cupid,git
cvgaviao/EPF-Composer,True,True,True,cvgaviao/EPF-Composer,git
cwi-swat/org.ossmeter.metricprovider.rascal,True,True,False,cwi-swat/org.ossmeter.metricprovider.rascal,git
d-case/d-case_editor,True,True,False,d-case/d-case_editor,git
d3sreq/foam-tool,True,True,False,d3sreq/foam-tool,git
d3sreq/reprotool,True,True,True,d3sreq/reprotool,git
d3sreq/spec-db,True,True,False,d3sreq/spec-db,git
damien-cremilleux/TP4INFO,True,True,False,damien-cremilleux/TP4INFO,git
danmas/grifon,True,True,False,danmas/grifon,git
daperador/tesis2,True,True,False,daperador/tesis2,git
dartdesigner/Dart-Designer,True,True,False,dartdesigner/Dart-Designer,git
darvasd/gsoaarchitect,True,True,False,darvasd/gsoaarchitect,git
davide990/DocGen,True,True,False,davide990/DocGen,git
davidediruscio/evoss,True,True,True,davidediruscio/evoss,git
davidust/assignment5mde,True,True,False,davidust/assignment5mde,git
davletd/ProductLineTesting,True,True,False,davletd/ProductLineTesting,git
de-tu-berlin-tfs/Henshin-Editor,True,True,False,de-tu-berlin-tfs/Henshin-Editor,git
deib-polimi/Corretto,True,True,False,deib-polimi/Corretto,git
deib-polimi/IRET,True,True,False,deib-polimi/IRET,git
despinalr/VehicleTaxMCT,True,True,False,despinalr/VehicleTaxMCT,git
diverse-project/k3,True,True,False,diverse-project/k3,git
djouanno/IMSE_TP,True,True,False,djouanno/IMSE_TP,git
dkoenig/SE_SS13_Uebung1,True,True,False,dkoenig/SE_SS13_Uebung1,git
dom-mel/se3,True,True,False,dom-mel/se3,git
domgom/sma-canguro,True,True,False,domgom/sma-canguro,git
dpf-hq/dpf,True,True,True,dpf-hq/dpf,git
dresden-ocl/dresdenocl,True,True,False,dresden-ocl/dresdenocl,git
drnappalm/st,True,True,False,drnappalm/st,git
drnappalm/xtext,True,True,False,drnappalm/xtext,git
drubas/model_engineering_lab3,True,True,False,drubas/model_engineering_lab3,git
dsevilla/ecore2racket,True,True,False,dsevilla/ecore2racket,git
dsevilla/uForth,True,True,False,dsevilla/uForth,git
dstrueber/varhenshin,True,True,False,dstrueber/varhenshin,git
dvdkruk/Code2D,True,True,False,dvdkruk/Code2D,git
dvj-shimbo/kragstein,True,True,False,dvj-shimbo/kragstein,git
dzonekl/netxstudio,True,True,False,dzonekl/netxstudio,git
e0725675/ModelEngineeringWS14,True,True,False,e0725675/ModelEngineeringWS14,git
e0828330/modelEng03,True,True,False,e0828330/modelEng03,git
eclipse-soc/amalgamation-examples,True,True,False,eclipse-soc/amalgamation-examples,git
eclipse/acceleo,True,True,False,eclipse/acceleo,git
eclipse/atl,True,True,False,eclipse/atl,git
eclipse/cdo,True,True,False,eclipse/cdo,git
eclipse/eef,True,True,False,eclipse/eef,git
eclipse/emf.compare,True,True,False,eclipse/emf.compare,git
eclipse/emf.refactor.refactoring,True,True,False,eclipse/emf.refactor.refactoring,git
eclipse/gmf-tooling,True,True,False,eclipse/gmf-tooling,git
eclipse/ocl,True,True,False,eclipse/ocl,git
eclipse/qvto,True,True,False,eclipse/qvto,git
eclipse/webtools.webservices,True,True,False,eclipse/webtools.webservices,git
edgarmueller/xtext-recordmapper,True,True,False,edgarmueller/xtext-recordmapper,git
edipofederle/xmiToJson,True,True,False,edipofederle/xmiToJson,git
edna-site/edna-rcp,True,True,True,edna-site/edna-rcp,git
ehsan/wesnoth,True,True,False,ehsan/wesnoth,git
ejuliot/OrganizationChart-Designer,True,True,True,ejuliot/OrganizationChart-Designer,git
elexx/emf-profiles,True,True,False,elexx/emf-profiles,git
emale001/CEN5064,True,True,False,emale001/CEN5064,git
emf-rest/emf-rest,False,True,False,emf-rest/emf-rest,git
emmanuellerouille/T4VASP,True,True,False,emmanuellerouille/T4VASP,git
endrix/xronos,True,True,False,endrix/xronos,git
erikwang/hearthstone,True,True,False,erikwang/hearthstone,git
extFM/extFM-Tooling,True,True,False,extFM/extFM-Tooling,git
eyal-lezmy/Android-DataLib,True,True,False,eyal-lezmy/Android-DataLib,git
fafilipp/tprj-ain-ss13,True,True,False,fafilipp/tprj-ain-ss13,git
felipealencar/filesystem,True,True,False,felipealencar/filesystem,git
felipealencar/mdn,True,True,False,felipealencar/mdn,git
felixvelasco/test,True,True,False,felixvelasco/test,git
felixzone/aurora-project,False,True,False,felixzone/aurora-project,git
ffam/MASON4AMP,True,True,False,ffam/MASON4AMP,git
fikovnik/TACO,True,True,False,fikovnik/TACO,git
finwe200/jons-sandbox,True,True,False,finwe200/jons-sandbox,git
fjsj/QuizDSL,True,True,False,fjsj/QuizDSL,git
forjingma/omgi-tools,True,True,False,forjingma/omgi-tools,git
fp7-netide/IDE,True,True,False,fp7-netide/IDE,git
fpetitdemang/stage2014,True,True,False,fpetitdemang/stage2014,git
frel/WireframeToJavaFX,True,True,False,frel/WireframeToJavaFX,git
ftoral/EclipseUMLGenerators,True,True,False,ftoral/EclipseUMLGenerators,git
fuinorg/xsample,True,True,False,fuinorg/xsample,git
g-spot/MEVU_WS1213_Lab2,True,True,False,g-spot/MEVU_WS1213_Lab2,git
gambastian/automatizacion2015,True,True,False,gambastian/automatizacion2015,git
gbecan/Tools4PCM,True,True,False,gbecan/Tools4PCM,git
gbesancon/eclipse-process,False,True,False,gbesancon/eclipse-process,git
geclipse/eu.geclipse.core,True,True,False,geclipse/eu.geclipse.core,git
geosolutions-it/geotools-enterprise,True,True,True,geosolutions-it/geotools-enterprise,git
geotools/geotools,True,True,False,geotools/geotools,git
ghillairet/emf4sw,True,True,True,ghillairet/emf4sw,git
ghillairet/emfjson-samples,False,True,False,ghillairet/emfjson-samples,git
ghillairet/emftriple,True,True,False,ghillairet/emftriple,git
ghillairet/sample-gefapp,True,True,False,ghillairet/sample-gefapp,git
gianlucaripa/iret,True,True,False,gianlucaripa/iret,git
gijs/applitude,True,True,False,gijs/applitude,git
gijss/rfsm-modeling,True,True,False,gijss/rfsm-modeling,git
gijss/simplefsm,True,True,False,gijss/simplefsm,git
gitdelehe/ontouml-lightweight-editor,True,True,False,gitdelehe/ontouml-lightweight-editor,git
githubbrunob/DSLTransGIT,True,True,False,githubbrunob/DSLTransGIT,git
glefur/osgitools,True,True,False,glefur/osgitools,git
go2zo/flaming-bear,True,True,False,go2zo/flaming-bear,git
golfarid/jouleunit,True,True,False,golfarid/jouleunit,git
google-code-export/iaml,True,True,False,google-code-export/iaml,git
gourch/rds2sql,True,True,False,gourch/rds2sql,git
grammarware/slps,True,True,False,grammarware/slps,git
granimateam/granima,True,True,False,granimateam/granima,git
groldan/geotools_trunk,False,True,False,groldan/geotools_trunk,git
gruzilla/swag,True,True,False,gruzilla/swag,git
gvd/xtext-sm,True,True,False,gvd/xtext-sm,git
hacaultrobin/IDM,True,True,False,hacaultrobin/IDM,git
hachreak/dmss-demo-transformation-m2m-m2t-form_html,True,True,False,hachreak/dmss-demo-transformation-m2m-m2t-form_html,git
haggaie/soot-typestate,True,True,False,haggaie/soot-typestate,git
hajduakos/PineappleDataflowNet,True,True,False,hajduakos/PineappleDataflowNet,git
hakandilek/fiber,True,True,False,hakandilek/fiber,git
hakandilek/xmdl,True,True,False,hakandilek/xmdl,git
hallvard/emfacade,True,True,False,hallvard/emfacade,git
hallvard/playtrd,True,True,False,hallvard/playtrd,git
halwax/eMylyn,True,True,False,halwax/eMylyn,git
hamzaf16/JSEditorXtext,True,True,True,hamzaf16/JSEditorXtext,git
haslab/echo,True,True,False,haslab/echo,git
heartyguy/imogene,True,True,False,heartyguy/imogene,git
hedmanw/moodles,True,True,False,hedmanw/moodles,git
hellspawn14/WebPicture-Java,True,True,False,hellspawn14/WebPicture-Java,git
hellspawn14/WebPicture-Samples,True,True,False,hellspawn14/WebPicture-Samples,git
hem28/DSL_Xtext2.3,True,True,False,hem28/DSL_Xtext2.3,git
henrique-almeida/fML,True,True,False,henrique-almeida/fML,git
herbert-de-vaucanson/idmbe,True,True,False,herbert-de-vaucanson/idmbe,git
herbertt/DSML,True,True,False,herbertt/DSML,git
hezanathos/imogene,True,True,True,hezanathos/imogene,git
hmarchadour/BugA3,True,True,False,hmarchadour/BugA3,git
hoelzl/jresp,True,True,False,hoelzl/jresp,git
hoenninger/openxma,True,True,False,hoenninger/openxma,git
holgerschill/DSLs,True,True,False,holgerschill/DSLs,git
holgerschill/Stuff,True,True,False,holgerschill/Stuff,git
hugo-a-garcia/rodinia,True,True,True,hugo-a-garcia/rodinia,git
iagomoreira/Aladim,True,True,False,iagomoreira/Aladim,git
ibmwlu/Browsing,True,True,False,ibmwlu/Browsing,git
idna/idobjects-dsl,True,True,False,idna/idobjects-dsl,git
ilovekatenok/SynthesisEclipse,True,True,False,ilovekatenok/SynthesisEclipse,git
ilovekatenok/diploma,True,True,False,ilovekatenok/diploma,git
ilya-klyuchnikov/sll-xtext,True,True,True,ilya-klyuchnikov/sll-xtext,git
imbur/szoftverarchitekturak,True,True,False,imbur/szoftverarchitekturak,git
impossible07/ME_WS13-Lab2,True,True,False,impossible07/ME_WS13-Lab2,git
info-sharing-environment/NIEM-Modeling-Tool,True,True,False,info-sharing-environment/NIEM-Modeling-Tool,git
infostore/etcsoft,True,True,False,infostore/etcsoft,git
ipa320/bride,True,True,False,ipa320/bride,git
iron-phoenix/MPS,True,True,True,iron-phoenix/MPS,git
istvanrath/EMF-IncQuery-Addons,False,True,False,istvanrath/EMF-IncQuery-Addons,git
isvogor-foi/Scall,True,True,False,isvogor-foi/Scall,git
ivanjimenez/tsoo,True,True,False,ivanjimenez/tsoo,git
ivanjimenez/tsoo_mswin,True,True,False,ivanjimenez/tsoo_mswin,git
ivanjimenez/tssoo_win2,True,True,False,ivanjimenez/tssoo_win2,git
ivanogentile/peterfriese,True,True,False,ivanogentile/peterfriese,git
izontm/SML,True,True,False,izontm/SML,git
izontm/ToolingTutorial,True,True,False,izontm/ToolingTutorial,git
izsob/TTC13-PN2SC-EIQ,True,True,False,izsob/TTC13-PN2SC-EIQ,git
jacruzca/xtext-multilanguage-multiple-target-impl-reuse,True,True,False,jacruzca/xtext-multilanguage-multiple-target-impl-reuse,git
jaimedelgado/JAVA,True,True,False,jaimedelgado/JAVA,git
jastram/pror-rodin,True,True,False,jastram/pror-rodin,git
javitroya/AME_ATL_MUT_Testing,True,True,False,javitroya/AME_ATL_MUT_Testing,git
jbrtdfj/unwdp.jvm,True,True,False,jbrtdfj/unwdp.jvm,git
jcabot/ocl-repository,True,True,False,jcabot/ocl-repository,git
jccastrejon/edbt-unql,True,True,False,jccastrejon/edbt-unql,git
jccastrejon/exschema,True,True,False,jccastrejon/exschema,git
jccastrejon/qdbenchmark,True,True,False,jccastrejon/qdbenchmark,git
jck1307/SIDE-Labs,True,True,False,jck1307/SIDE-Labs,git
jcronier/rok,False,True,False,jcronier/rok,git
jdelara/DSL-tao,True,True,False,jdelara/DSL-tao,git
jdeolive/geotools-old,True,True,False,jdeolive/geotools-old,git
jdp514/Polyglot-Persistence-Language,True,True,False,jdp514/Polyglot-Persistence-Language,git
jeffmaury/devoxx2012-xtext,True,True,False,jeffmaury/devoxx2012-xtext,git
jesusc/anatlyzer,True,True,False,jesusc/anatlyzer,git
jesusc/bento,True,True,False,jesusc/bento,git
jesusc/eclectic,True,True,False,jesusc/eclectic,git
jgallud/metamodel,True,True,False,jgallud/metamodel,git
jgralab/ecore2tg,True,True,False,jgralab/ecore2tg,git
jgralab/funnyqt-henshin,True,True,False,jgralab/funnyqt-henshin,git
jiwanovski/MWI13Survey,True,True,False,jiwanovski/MWI13Survey,git
jiyoungParkKim/DSL,True,True,False,jiyoungParkKim/DSL,git
jlcanovas/gra2mol,True,True,False,jlcanovas/gra2mol,git
jmbruel/idm2014,True,True,True,jmbruel/idm2014,git
joe-hache/IDM_Arduino_Polytech,True,True,False,joe-hache/IDM_Arduino_Polytech,git
joergreichert/Permet,True,True,False,joergreichert/Permet,git
joergreichert/dslvariantmanagement,True,True,False,joergreichert/dslvariantmanagement,git
joergreichert/spray,True,True,False,joergreichert/spray,git
jofreyApps/asap,True,True,False,jofreyApps/asap,git
johnz11/eclipse.platform.ui.e4,True,True,False,johnz11/eclipse.platform.ui.e4,git
jokingarcia/ContinuousEvolution,True,True,False,jokingarcia/ContinuousEvolution,git
jolie/experimental,True,True,False,jolie/experimental,git
jonag/browser-automation,True,True,False,jonag/browser-automation,git
jonyrock/AptuGenProg,True,True,False,jonyrock/AptuGenProg,git
jozemi/atl-virgo,True,True,False,jozemi/atl-virgo,git
jrwilliams/crepe,True,True,False,jrwilliams/crepe,git
jrwilliams/org.crepe.inria,True,True,False,jrwilliams/org.crepe.inria,git
jthunnissen/apc,False,True,False,jthunnissen/apc,git
juancadavid/Eclipse-UPR,True,True,False,juancadavid/Eclipse-UPR,git
juancadavid/papyrus,True,True,False,juancadavid/papyrus,git
jucovschi/MMT-Eclipse-Project,True,True,False,jucovschi/MMT-Eclipse-Project,git
juli1/alisa,True,True,False,juli1/alisa,git
juli1/rdalte,True,True,False,juli1/rdalte,git
juniorz/ontouml-editor-backup,True,True,False,juniorz/ontouml-editor-backup,git
juniorz/ontoumlprime,True,True,False,juniorz/ontoumlprime,git
juniorz/playing-with-eclipse-mdt,True,True,False,juniorz/playing-with-eclipse-mdt,git
juniorz/refontouml,True,True,False,juniorz/refontouml,git
kanafghan/welipse,True,True,False,kanafghan/welipse,git
kb634/mondo-hawk,False,True,False,kb634/mondo-hawk,git
kbirken/simbench,True,True,False,kbirken/simbench,git
kbirken/xtendency,True,True,False,kbirken/xtendency,git
kduretec/DocumentGenerator,True,True,False,kduretec/DocumentGenerator,git
kemlg/aliveclipse,True,True,False,kemlg/aliveclipse,git
kentis/MVCore,True,True,False,kentis/MVCore,git
kevinramage/IDM,True,True,False,kevinramage/IDM,git
khocef/Families2Persons,True,True,False,khocef/Families2Persons,git
kiwi4boy/urml,True,True,True,kiwi4boy/urml,git
kiyo07/UMLStateMachine2NuSMV,True,True,False,kiyo07/UMLStateMachine2NuSMV,git
knutwannheden/Xcheck,True,True,False,knutwannheden/Xcheck,git
kolovos/sunrise,True,True,True,kolovos/sunrise,git
konradb3/control-modeler,True,True,False,konradb3/control-modeler,git
kopl/SPLevo,True,True,False,kopl/SPLevo,git
kouretes/KSE,True,True,False,kouretes/KSE,git
kpietak/dsl-examples,True,True,False,kpietak/dsl-examples,git
kss5041/youtube.demo,True,True,False,kss5041/youtube.demo,git
ksza/Bicycle-Shop,True,True,False,ksza/Bicycle-Shop,git
kthoms/org.eclipse.xpand,True,True,False,kthoms/org.eclipse.xpand,git
kthoms/spray,True,True,False,kthoms/spray,git
kub/gmf-test,True,True,False,kub/gmf-test,git
kuhbaar/modeleng,True,True,False,kuhbaar/modeleng,git
kuniss/Aqua,True,True,False,kuniss/Aqua,git
kuniss/FlowEclipsePlugins,True,True,False,kuniss/FlowEclipsePlugins,git
kuriking/testdc2,True,True,False,kuriking/testdc2,git
l2jserver2/l2jserver2,False,True,False,l2jserver2/l2jserver2,git
lan214/pje2014,True,True,False,lan214/pje2014,git
latacita/hydra,True,True,False,latacita/hydra,git
latacita/hydra-temp-,True,True,False,latacita/hydra-temp-,git
latacita/mdd-cassandra,True,True,False,latacita/mdd-cassandra,git
latacita/unicaneer2sql,True,True,False,latacita/unicaneer2sql,git
lbroudoux/eip-designer,True,True,False,lbroudoux/eip-designer,git
ledet/ausim,True,True,False,ledet/ausim,git
lehrig/m2m-quality,True,True,False,lehrig/m2m-quality,git
leondart/FRaMED,True,True,False,leondart/FRaMED,git
lesterfd/rrcomssysteam3,True,True,False,lesterfd/rrcomssysteam3,git
lfmendivelso10/GescoFinal,True,True,False,lfmendivelso10/GescoFinal,git
lhillah/pnmlframework,False,True,False,lhillah/pnmlframework,git
libetl/secret-project,True,True,False,libetl/secret-project,git
lich320/Model-Transformation-Code,True,True,False,lich320/Model-Transformation-Code,git
lisa-dou/UML2Coq,True,True,False,lisa-dou/UML2Coq,git
lisa-dou/pattern-spec,True,True,False,lisa-dou/pattern-spec,git
lizlam/P4dsl,True,True,False,lizlam/P4dsl,git
llexaxell/DSL-Selenium,True,True,False,llexaxell/DSL-Selenium,git
loebble/InternalJavaDSLBuilder,True,True,False,loebble/InternalJavaDSLBuilder,git
lolybc88/LinTra,True,True,False,lolybc88/LinTra,git
lolybc88/Mutations,True,True,False,lolybc88/Mutations,git
lolybc88/Primitives,True,True,False,lolybc88/Primitives,git
lolybc88/TractsTool,True,True,False,lolybc88/TractsTool,git
lordantonelli/AMenu,True,True,False,lordantonelli/AMenu,git
louismrose/Epsilon-CLI,True,True,False,louismrose/Epsilon-CLI,git
louismrose/PhD,True,True,False,louismrose/PhD,git
louismrose/migration_comparison,True,True,False,louismrose/migration_comparison,git
louismrose/ttc2011,True,True,False,louismrose/ttc2011,git
louismrose/ttc_pn2sc,True,True,False,louismrose/ttc_pn2sc,git
lowcoupling/DotEditor,True,True,False,lowcoupling/DotEditor,git
lowcoupling/dono,True,True,False,lowcoupling/dono,git
lowcoupling/iubeo,True,True,False,lowcoupling/iubeo,git
lucaghera/RRA,True,True,False,lucaghera/RRA,git
lucas-koehler/emf.ecp.core,True,True,False,lucas-koehler/emf.ecp.core,git
luciusluo/test,False,True,False,luciusluo/test,git
lukashaertel/xtext-fsml,True,True,False,lukashaertel/xtext-fsml,git
lukashaertel/xtext-xgen,True,True,True,lukashaertel/xtext-xgen,git
lukashaertel/xtext-xtestgen,True,True,False,lukashaertel/xtext-xtestgen,git
lunifera/lunifera-doc,True,True,False,lunifera/lunifera-doc,git
lunifera/lunifera-xtext-runtimebuilder,True,True,False,lunifera/lunifera-xtext-runtimebuilder,git
mabilov/meta,True,True,True,mabilov/meta,git
mabilov/trans,False,True,False,mabilov/trans,git
magnusjerre/MasterThesisCodeFinal,True,True,False,magnusjerre/MasterThesisCodeFinal,git
majicmoo/EGLStuff,True,True,False,majicmoo/EGLStuff,git
majicmoo/JETtoEGL,True,True,False,majicmoo/JETtoEGL,git
majordomo/majordomo,True,True,False,majordomo/majordomo,git
makxan/Quizz,True,True,False,makxan/Quizz,git
mallon/archives,False,True,False,mallon/archives,git
manuelbrihuega/opencms-components-dsl,True,True,False,manuelbrihuega/opencms-components-dsl,git
marcelkoeberl/MDA,True,True,False,marcelkoeberl/MDA,git
marcusphi/polopoly-dsl,True,True,False,marcusphi/polopoly-dsl,git
marianogili/TraceabilityEditor,True,True,True,marianogili/TraceabilityEditor,git
mariomatar/struts-generator,False,True,False,mariomatar/struts-generator,git
marjimlao/TrabajoSMA,True,True,False,marjimlao/TrabajoSMA,git
mark-schofield/eugenia-pon,True,True,False,mark-schofield/eugenia-pon,git
markhibberd/tefkat,True,True,False,markhibberd/tefkat,git
markoudev/modeling,True,True,False,markoudev/modeling,git
markus1978/tef,True,True,False,markus1978/tef,git
marook/eclipsediagramtools,True,True,False,marook/eclipsediagramtools,git
martinbaker/caslEdit,True,True,False,martinbaker/caslEdit,git
martinbaker/euclideanspace,True,True,False,martinbaker/euclideanspace,git
martinbaker/xtextadd,True,True,False,martinbaker/xtextadd,git
martinglas/oida,True,True,False,martinglas/oida,git
matheusbs/Compiladores,True,True,False,matheusbs/Compiladores,git
mathieu64200/beidm,False,True,False,mathieu64200/beidm,git
maxmeffert/megal-traceability,True,True,False,maxmeffert/megal-traceability,git
maxmiller/pml,True,True,False,maxmiller/pml,git
mb0/axdt,True,True,False,mb0/axdt,git
mbats/arduino,True,True,False,mbats/arduino,git
mbats/sirius-blog,True,True,False,mbats/sirius-blog,git
mcartaud/BrowserDSL,True,True,False,mcartaud/BrowserDSL,git
mcartaud/DSL-Eclipse-Generation,True,True,True,mcartaud/DSL-Eclipse-Generation,git
mcolburn/alwb-source,True,True,False,mcolburn/alwb-source,git
md2manoppello/evoEmig,True,True,False,md2manoppello/evoEmig,git
mdht/mdht,True,True,False,mdht/mdht,git
mdiansow/MDE-project,True,True,True,mdiansow/MDE-project,git
medes-imps/imogene,True,True,False,medes-imps/imogene,git
meilhab/projet-tut-m2,True,True,False,meilhab/projet-tut-m2,git
mendix/Mendix-Core,True,True,False,mendix/Mendix-Core,git
merks/Xcore,True,True,False,merks/Xcore,git
meysholdt/EclipseCon2014_XtextTutorial,True,True,False,meysholdt/EclipseCon2014_XtextTutorial,git
mfrey/flow,True,True,False,mfrey/flow,git
mgt1g13/EMF_EventB,True,True,False,mgt1g13/EMF_EventB,git
mgt1g13/ERS-Diagram,True,True,False,mgt1g13/ERS-Diagram,git
mgt1g13/iUML-B,True,True,False,mgt1g13/iUML-B,git
mgt1g13/test,True,True,False,mgt1g13/test,git
mickaelistria/Modeling-With-Eclipse,True,True,False,mickaelistria/Modeling-With-Eclipse,git
migdb/migdb,True,True,False,migdb/migdb,git
miguelius/hoope,True,True,False,miguelius/hoope,git
mikesligo/simpleGrid,True,True,False,mikesligo/simpleGrid,git
mikesligo/visGrid,True,True,False,mikesligo/visGrid,git
mikevd92/atl2,True,True,False,mikevd92/atl2,git
mitschke/vespucci,True,True,False,mitschke/vespucci,git
mlozano99/tcpAndroid,True,True,False,mlozano99/tcpAndroid,git
mmalohlava/dsl-debugger,True,True,False,mmalohlava/dsl-debugger,git
mn-mikke/Model-driven-Pretty-Printer-for-Xtext-Framework,True,True,False,mn-mikke/Model-driven-Pretty-Printer-for-Xtext-Framework,git
monsieurJess/jobtool,True,True,True,monsieurJess/jobtool,git
mottalrd/corretto-uml,True,True,False,mottalrd/corretto-uml,git
mpizenberg/GLS_PROJET,True,True,True,mpizenberg/GLS_PROJET,git
mpizenberg/GLS_TP04,True,True,False,mpizenberg/GLS_TP04,git
mpizenberg/GLS_TP06,True,True,False,mpizenberg/GLS_TP06,git
mruas/Pantheon,True,True,False,mruas/Pantheon,git
msbarry/Xtest,True,True,False,msbarry/Xtest,git
msoeken/ecore-suite,True,True,False,msoeken/ecore-suite,git
mtaal/texo,True,True,False,mtaal/texo,git
multi-perspectives/cluster,True,True,False,multi-perspectives/cluster,git
multi-perspectives/lecture-project,True,True,False,multi-perspectives/lecture-project,git
mvalle/model-generator,True,True,False,mvalle/model-generator,git
mvsd/futsalpro,True,True,False,mvsd/futsalpro,git
myGrid/mygrid-labs,True,True,False,myGrid/mygrid-labs,git
mzaks/petrinet_dsl,True,True,False,mzaks/petrinet_dsl,git
naleite/IDMProject,True,True,False,naleite/IDMProject,git
nasa/CertWare,True,True,False,nasa/CertWare,git
nbhusare/EclipseDayIndia_2013,True,True,False,nbhusare/EclipseDayIndia_2013,git
nbhusare/Object-Editor,True,True,False,nbhusare/Object-Editor,git
nbhusare/Sirius-test-project,True,True,False,nbhusare/Sirius-test-project,git
nbhusare/Xtext-sandbox,True,True,False,nbhusare/Xtext-sandbox,git
nemolovich/MDEProject,True,True,False,nemolovich/MDEProject,git
netconstructor/GeoTools,True,True,False,netconstructor/GeoTools,git
netconstructor/geotools-1,True,True,False,netconstructor/geotools-1,git
niteshnarayan/unicasegithub,True,True,False,niteshnarayan/unicasegithub,git
nlohmann/service-technology.org,True,True,True,nlohmann/service-technology.org,git
nloke/emfjson-gwt,True,True,False,nloke/emfjson-gwt,git
nspan/ASEME,True,True,False,nspan/ASEME,git
objectcomputing/OpenDDS,True,True,False,objectcomputing/OpenDDS,git
occiware/ecore,True,True,False,occiware/ecore,git
oehme/xtext-maven-example,True,True,False,oehme/xtext-maven-example,git
oleg82upb/lina4wm-tools,True,True,False,oleg82upb/lina4wm-tools,git
opaeum/opaeum,True,True,False,opaeum/opaeum,git
opcoach/restaurant,True,True,False,opcoach/restaurant,git
opcoach/training,True,True,False,opcoach/training,git
openflexo-team/openflexo-core,True,True,False,openflexo-team/openflexo-core,git
osanchezUM/guizmo,True,True,False,osanchezUM/guizmo,git
osate/osate2-fgm,True,True,False,osate/osate2-fgm,git
oskanberg/MODE-A,True,True,False,oskanberg/MODE-A,git
oskanberg/MODE-B,True,True,False,oskanberg/MODE-B,git
oskarvanrest/EntityLang,True,True,False,oskarvanrest/EntityLang,git
oskarvanrest/EntityTG,True,True,False,oskarvanrest/EntityTG,git
ossmeter/msr14-challenge,True,True,False,ossmeter/msr14-challenge,git
ossmeter/ossmeter,True,True,False,ossmeter/ossmeter,git
otopcu/MDSceE,False,True,False,otopcu/MDSceE,git
ouniali/momot,True,True,False,ouniali/momot,git
ozkandemir/XText,True,True,False,ozkandemir/XText,git
pablitar/claseXtext,True,True,False,pablitar/claseXtext,git
pahjbo/PDL-S,True,True,False,pahjbo/PDL-S,git
parastuffs/infoy080_assignment4,True,True,False,parastuffs/infoy080_assignment4,git
parraman/micobs,True,True,False,parraman/micobs,git
pavansn/soen-6441-team-8-incursion-defense-game,False,True,True,pavansn/soen-6441-team-8-incursion-defense-game,git
pcdavid/org.eclipse.sirius,True,True,False,pcdavid/org.eclipse.sirius,git
peq/wolf,True,True,False,peq/wolf,git
peter-vermeulen/ebix,False,True,False,peter-vermeulen/ebix,git
peterfriese/physis,True,True,False,peterfriese/physis,git
peterhfeiler/XtextGMFExample,True,True,False,peterhfeiler/XtextGMFExample,git
petrux/OLED,True,True,False,petrux/OLED,git
phoenix147/me2012,True,True,False,phoenix147/me2012,git
piece/piece-ide,True,True,False,piece/piece-ide,git
pietermartin/umlg,True,True,False,pietermartin/umlg,git
piotr-puczynski/esculapa-uml,True,True,False,piotr-puczynski/esculapa-uml,git
pisv/handly-playground,True,True,False,pisv/handly-playground,git
planger/emf-profiles,True,True,False,planger/emf-profiles,git
planger/moliz,True,True,False,planger/moliz,git
pnhoang/Selflet,True,True,False,pnhoang/Selflet,git
ponta027/hello,True,True,False,ponta027/hello,git
prerit2010/imogene,True,True,False,prerit2010/imogene,git
prohodilmimo/coursework2013,True,True,False,prohodilmimo/coursework2013,git
psychorav/FactorgraphFramework,False,True,False,psychorav/FactorgraphFramework,git
pvgorp/TTC13-PN2SC-GrGen,True,True,False,pvgorp/TTC13-PN2SC-GrGen,git
qualidafial/eclipse.platform.ui,True,True,False,qualidafial/eclipse.platform.ui,git
qvt/qvtr2coq,True,True,False,qvt/qvtr2coq,git
raduscrieciu/QuizGame,True,True,False,raduscrieciu/QuizGame,git
raihle/Webshop-Generator,True,True,False,raihle/Webshop-Generator,git
ramses-project/ramses,True,True,False,ramses-project/ramses,git
ray56/name.niu.guita,True,True,False,ray56/name.niu.guita,git
rdurelli/com.br.refactoring.dsl,True,True,False,rdurelli/com.br.refactoring.dsl,git
redrezo/eglipse,True,True,False,redrezo/eglipse,git
regressiontesttool/rtt,True,True,False,regressiontesttool/rtt,git
rezwan4438/ProvenanceCurious,True,True,False,rezwan4438/ProvenanceCurious,git
rfecher/geotools,True,True,True,rfecher/geotools,git
rhernando/highway,True,True,False,rhernando/highway,git
rhernando/projs_mde,True,True,False,rhernando/projs_mde,git
road-framework/ROADDesigner,True,True,False,road-framework/ROADDesigner,git
robotoworks/mechanoid,True,True,False,robotoworks/mechanoid,git
robstryker/webtools.javaee,True,True,False,robstryker/webtools.javaee,git
rogueai/janki,True,True,False,rogueai/janki,git
rolyv/CProvML,True,True,False,rolyv/CProvML,git
romfret/ws-idm,True,True,False,romfret/ws-idm,git
rseidi/Amethyst,True,True,False,rseidi/Amethyst,git
rsmith72/fornax-sculptor-sandbox,False,True,False,rsmith72/fornax-sculptor-sandbox,git
rsmith72/org.guixdsl,False,True,False,rsmith72/org.guixdsl,git
rwl/cimgym,True,True,False,rwl/cimgym,git
s-case/s-case,True,True,False,s-case/s-case,git
sadasblackmilk/komposeV1,True,True,False,sadasblackmilk/komposeV1,git
saharkallel/clacs,True,True,False,saharkallel/clacs,git
